timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,disc_base_lift,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,val_base_lift,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
d1,bear,5,horizontal_resistance_near,1032.00000000,14285.00000000,0.62984496,0.57878894,0.05105602,1.08821181,1.08178238,309.00000000,3447.00000000,0.66019417,0.53872933,0.12146484,1.22546544,1.20314863,196.00000000,2530.00000000,0.56632653,0.49249012,0.07383641,1.14992466,1.13766111
d1,bull,5,nr7,1550.00000000,13767.00000000,0.64451613,0.60492482,0.03959131,1.06544831,1.05843825,364.00000000,3392.00000000,0.64285714,0.59758255,0.04527460,1.07576291,1.06792191,314.00000000,2412.00000000,0.64331210,0.55555556,0.08775655,1.15796178,1.13726899
h4,bear,6,elliott_wave3_bear,4367.00000000,75092.00000000,0.31646439,0.28724764,0.02921675,1.10171276,1.09558836,964.00000000,18612.00000000,0.33921162,0.27519880,0.06401282,1.23260575,1.21864684,682.00000000,13309.00000000,0.26832845,0.23435269,0.03397575,1.14497701,1.13694224
h4,bull,3,mtf_inside_2,1521.00000000,77938.00000000,0.16042078,0.16053786,-0.00011709,0.99927065,0.99928461,458.00000000,19118.00000000,0.13973799,0.16497542,-0.02523742,0.84702312,0.85006554,241.00000000,13750.00000000,0.13692946,0.12021818,0.01671128,1.13900791,1.13628712
h4,bear,12,mtf_fib_time_13,6133.00000000,73326.00000000,0.43844774,0.42859286,0.00985488,1.02299358,1.02118124,1533.00000000,18043.00000000,0.42987606,0.40647342,0.02340264,1.05757482,1.05282794,1070.00000000,12921.00000000,0.41588785,0.36196889,0.05391896,1.14896021,1.13601853
h4,bear,1,price200_bear,37403.00000000,42056.00000000,0.05344491,0.05483165,-0.00138674,0.97470909,0.98645277,7673.00000000,11903.00000000,0.06737912,0.05292783,0.01445129,1.27303759,1.14996834,5764.00000000,8227.00000000,0.04909785,0.03913942,0.00995843,1.25443479,1.13541818
h4,bear,1,ema200_falling,37403.00000000,42056.00000000,0.05344491,0.05483165,-0.00138674,0.97470909,0.98645277,7673.00000000,11903.00000000,0.06737912,0.05292783,0.01445129,1.27303759,1.14996834,5764.00000000,8227.00000000,0.04909785,0.03913942,0.00995843,1.25443479,1.13541818
h4,bull,3,inside_2,1938.00000000,77521.00000000,0.15634675,0.16064034,-0.00429359,0.97327201,0.97390689,318.00000000,19258.00000000,0.17610063,0.16419150,0.01190912,1.07253191,1.07126971,234.00000000,13757.00000000,0.13675214,0.12022970,0.01652244,1.13742391,1.13481563
h4,bull,1,mtf_adx25,29614.00000000,49845.00000000,0.06064699,0.04343465,0.01721234,1.39628142,1.21659916,6151.00000000,13425.00000000,0.04389530,0.05586592,-0.01197062,0.78572590,0.84244551,5242.00000000,8749.00000000,0.03605494,0.02926049,0.00679445,1.23220577,1.13358355
h4,bear,1,rsi_cross50_down,4234.00000000,75225.00000000,0.06376949,0.05363908,0.01013040,1.18886233,1.17701731,1099.00000000,18477.00000000,0.07734304,0.05747686,0.01986618,1.34563779,1.32002383,755.00000000,13236.00000000,0.04900662,0.04291327,0.00609336,1.14199235,1.13330852
h4,bear,3,mtf_elliott_wave5_bear,4462.00000000,74997.00000000,0.18623935,0.16401989,0.02221946,1.13546808,1.12689559,871.00000000,18705.00000000,0.19632606,0.17064956,0.02567650,1.15046334,1.14281266,637.00000000,13354.00000000,0.15227630,0.13359293,0.01868336,1.13985294,1.13264096
h4,bull,12,inside_2,1938.00000000,77521.00000000,0.46646027,0.44229306,0.02416721,1.05464072,1.05323709,318.00000000,19258.00000000,0.43710692,0.42486239,0.01224452,1.02881997,1.02833854,234.00000000,13757.00000000,0.43162393,0.38038817,0.05123577,1.13469337,1.13214294
h4,bull,3,adx_up3,13589.00000000,65870.00000000,0.17057914,0.15846364,0.01211550,1.07645605,1.06256258,3261.00000000,16315.00000000,0.17049985,0.16316273,0.00733711,1.04496807,1.03719857,2573.00000000,11418.00000000,0.13641663,0.11692065,0.01949598,1.16674542,1.13203151
d1,bull,1,di_cross_up,724.00000000,14593.00000000,0.22651934,0.25505379,-0.02853446,0.88812377,0.89284526,196.00000000,3560.00000000,0.31122449,0.24719101,0.06403348,1.25904453,1.24225205,139.00000000,2587.00000000,0.22302158,0.19597990,0.02704168,1.13798192,1.13003129
h4,bear,1,fib_below382,45560.00000000,33899.00000000,0.05557507,0.05230243,0.00327264,1.06257144,1.02576984,10670.00000000,8906.00000000,0.06326148,0.05299798,0.01026350,1.19365836,1.07969202,7454.00000000,6537.00000000,0.04883284,0.03686706,0.01196578,1.32456550,1.12928973
h4,bear,6,dmi_adx_strong_bear,19842.00000000,59617.00000000,0.27986090,0.29184629,-0.01198538,0.95893254,0.96886839,4783.00000000,14793.00000000,0.27535020,0.27932130,-0.00397110,0.98578303,0.98921921,3771.00000000,10220.00000000,0.26650756,0.22475538,0.04175218,1.18576719,1.12922690
d1,bull,3,vertical_week_open,2508.00000000,12809.00000000,0.55741627,0.48700133,0.07041494,1.14458881,1.11811747,624.00000000,3132.00000000,0.52564103,0.47573436,0.04990667,1.10490449,1.08597783,444.00000000,2282.00000000,0.49774775,0.42988606,0.06786168,1.15785969,1.12883557
h4,bear,6,dmi_adx_bear,18828.00000000,60631.00000000,0.28441683,0.29023107,-0.00581424,0.97996685,0.98464084,4222.00000000,15354.00000000,0.26693510,0.28149017,-0.01455506,0.94829282,0.95898726,3730.00000000,10261.00000000,0.26621984,0.22502680,0.04119304,1.18305837,1.12800780
d1,bull,3,mtf_range_tight,695.00000000,14622.00000000,0.44892086,0.50088907,-0.05196821,0.89624807,0.90048728,274.00000000,3482.00000000,0.47080292,0.48506605,-0.01426313,0.97059548,0.97268194,173.00000000,2553.00000000,0.49710983,0.43713278,0.05997704,1.13720554,1.12738884
h4,bear,1,mtf_stoch_bear,37237.00000000,42222.00000000,0.05443510,0.05395292,0.00048219,1.00893722,1.00472915,9747.00000000,9829.00000000,0.06278855,0.05443077,0.00835778,1.15354890,1.07162045,6545.00000000,7446.00000000,0.04873950,0.03840988,0.01032961,1.26893107,1.12713105
h4,bear,3,di_spread_down3,19779.00000000,59680.00000000,0.17584307,0.16176273,0.01408033,1.08704311,1.06398981,4956.00000000,14620.00000000,0.17998386,0.16901505,0.01096881,1.06489842,1.04768481,3491.00000000,10500.00000000,0.15153251,0.12876190,0.02277061,1.17684274,1.12710865
d1,bull,5,mtf_engulf_bull,1059.00000000,14258.00000000,0.62228517,0.60793940,0.01434577,1.02359737,1.02193010,237.00000000,3519.00000000,0.59493671,0.60244388,-0.00750717,0.98753881,0.98831591,176.00000000,2550.00000000,0.63636364,0.56078431,0.07557932,1.13477432,1.12498526
h4,bear,1,sma200_bear,36593.00000000,42866.00000000,0.05593966,0.05267578,0.00326388,1.06196169,1.03249930,7643.00000000,11933.00000000,0.06659689,0.05346518,0.01313171,1.24561229,1.13661782,6065.00000000,7926.00000000,0.04863974,0.03911178,0.00952795,1.24360822,1.12482405
d1,bear,5,volatility,4573.00000000,10744.00000000,0.60463591,0.57269173,0.03194417,1.05577900,1.03848488,852.00000000,2904.00000000,0.63028169,0.52479339,0.10548830,1.20100920,1.14863563,788.00000000,1938.00000000,0.55964467,0.47265222,0.08699245,1.18405171,1.12423830
h4,bear,3,impulse_bear,13473.00000000,65986.00000000,0.18206784,0.16183736,0.02023048,1.12500501,1.10165462,3221.00000000,16355.00000000,0.18503570,0.16918374,0.01585197,1.09369676,1.07709156,2243.00000000,11748.00000000,0.15113687,0.13125638,0.01988049,1.15146300,1.12416584
h4,bear,1,mtf_fib_time_13,6133.00000000,73326.00000000,0.05331812,0.05425088,-0.00093276,0.98280646,0.98411245,1533.00000000,18043.00000000,0.05936073,0.05852685,0.00083388,1.01424779,1.01311740,1070.00000000,12921.00000000,0.04859813,0.04279855,0.00579959,1.13550895,1.12386190
d1,bull,5,atr_expand,649.00000000,14668.00000000,0.67334361,0.60608127,0.06726234,1.11097908,1.10577935,147.00000000,3609.00000000,0.78911565,0.59434746,0.19476818,1.32770087,1.31088827,140.00000000,2586.00000000,0.63571429,0.56187162,0.07384267,1.13142267,1.12383732
h4,bull,3,mtf_ichimoku_cloud_bull,40328.00000000,39131.00000000,0.17531244,0.14530679,0.03000565,1.20649860,1.09204696,11236.00000000,8340.00000000,0.16144535,0.16834532,-0.00689997,0.95901300,0.98211754,8219.00000000,5772.00000000,0.13541793,0.09927235,0.03614558,1.36410526,1.12374396
h4,bull,6,mtf_elliott_wave2_bull,7667.00000000,71792.00000000,0.28511804,0.29323602,-0.00811798,0.97231589,0.97492014,1913.00000000,17663.00000000,0.27025614,0.28471947,-0.01446333,0.94920148,0.95393693,1519.00000000,12472.00000000,0.25872284,0.22690827,0.03181457,1.14020894,1.12311241
h4,bull,1,squeeze_release_up,659.00000000,78800.00000000,0.06373293,0.04973350,0.01399943,1.28148884,1.27850411,154.00000000,19422.00000000,0.06493506,0.05200288,0.01293218,1.24868201,1.24624395,112.00000000,13879.00000000,0.03571429,0.03177462,0.00393966,1.12398769,1.12287319
h4,bear,6,elliott_impulse_bear,6002.00000000,73457.00000000,0.30923026,0.28718842,0.02204183,1.07675042,1.07054405,1360.00000000,18216.00000000,0.31029412,0.27596618,0.03432793,1.12439181,1.11475824,921.00000000,13070.00000000,0.26492942,0.23397093,0.03095850,1.13231772,1.12254015
d1,bear,5,range_tight,870.00000000,14447.00000000,0.49310345,0.58759604,-0.09449259,0.83918783,0.84692370,327.00000000,3429.00000000,0.46788991,0.55643045,-0.08854054,0.84087762,0.85269020,172.00000000,2554.00000000,0.55813953,0.49373532,0.06440422,1.13044280,1.12121472
h4,bear,6,di_cross_down,3507.00000000,75952.00000000,0.28771029,0.28890615,-0.00119586,0.99586074,0.99604271,892.00000000,18684.00000000,0.27466368,0.27852708,-0.00386340,0.98612916,0.98675283,601.00000000,13390.00000000,0.26455907,0.23472741,0.02983166,1.12709065,1.12097090
h4,bear,3,adx_rising,37723.00000000,41736.00000000,0.16819977,0.16261740,0.00558237,1.03432823,1.01774183,9209.00000000,10367.00000000,0.17233141,0.17131282,0.00101860,1.00594582,1.00313999,6596.00000000,7395.00000000,0.15069739,0.11994591,0.03075148,1.25637792,1.12089698
h4,bear,6,rci_strong_bear,10361.00000000,69098.00000000,0.28028183,0.29013864,-0.00985682,0.96602722,0.97032562,2282.00000000,17294.00000000,0.28965819,0.27685903,0.01279917,1.04622991,1.04062192,1554.00000000,12437.00000000,0.26447876,0.23245156,0.03202721,1.13778014,1.12063065
h4,bull,6,atr_expand,4895.00000000,74564.00000000,0.34075587,0.28928169,0.05147418,1.17793792,1.16516572,940.00000000,18636.00000000,0.35106383,0.27988839,0.07117544,1.25429937,1.23916796,740.00000000,13251.00000000,0.25810811,0.22881292,0.02929519,1.12803118,1.12044385
h4,bear,24,mtf_range_tight,4535.00000000,74924.00000000,0.48379272,0.57681117,-0.09301845,0.83873675,0.84652807,1672.00000000,17904.00000000,0.46830144,0.54289544,-0.07459401,0.86259968,0.87284289,882.00000000,13109.00000000,0.55442177,0.49103669,0.06338508,1.12908420,1.11997040
h4,bull,12,stoch_recover_up,4858.00000000,74601.00000000,0.45594895,0.44203161,0.01391734,1.03148495,1.02950321,1248.00000000,18328.00000000,0.42067308,0.42536010,-0.00468703,0.98898104,0.98967626,794.00000000,13197.00000000,0.42695214,0.37849511,0.04845703,1.12802551,1.11988890
d1,bear,3,vertical_week_open,2508.00000000,12809.00000000,0.54784689,0.46162854,0.08621835,1.18676997,1.15155356,624.00000000,3132.00000000,0.53365385,0.43710089,0.09655295,1.22089397,1.17767559,444.00000000,2282.00000000,0.46171171,0.40271691,0.05899480,1.14649198,1.11977413
d1,bear,1,range_expand,5881.00000000,9436.00000000,0.29093692,0.22891056,0.06202636,1.27096330,1.15119626,1458.00000000,2298.00000000,0.29218107,0.23020017,0.06198090,1.26924782,1.14914356,1072.00000000,1654.00000000,0.23694030,0.19528416,0.04165614,1.21331038,1.11940945
h4,bear,6,horizontal_support_near,4165.00000000,75294.00000000,0.29915966,0.28828326,0.01087640,1.03772817,1.03568002,799.00000000,18777.00000000,0.26408010,0.27895830,-0.01487820,0.94666515,0.94873042,564.00000000,13427.00000000,0.26418440,0.23482535,0.02935905,1.12502502,1.11938337
h4,bear,3,momentum_bear,25035.00000000,54424.00000000,0.16133413,0.16707702,-0.00574289,0.96562728,0.97619927,5838.00000000,13738.00000000,0.18293936,0.16705488,0.01588448,1.09508539,1.06488878,3961.00000000,10030.00000000,0.15046705,0.12811565,0.02235140,1.17446268,1.11918371
h4,bull,3,mtf_fib_time_8,10545.00000000,68914.00000000,0.16111901,0.16044635,0.00067266,1.00419243,1.00363403,2401.00000000,17175.00000000,0.15826739,0.16524017,-0.00697279,0.95780211,0.96278508,1661.00000000,12330.00000000,0.13485852,0.11857259,0.01628593,1.13734989,1.11910174
h4,bear,3,mtf_dmi_adx_bear,13373.00000000,66086.00000000,0.20705900,0.15681082,0.05024818,1.32043820,1.25287093,2190.00000000,17386.00000000,0.19817352,0.16846888,0.02970463,1.17632118,1.15356668,2333.00000000,11658.00000000,0.15045006,0.13124035,0.01920971,1.14637049,1.11905734
h4,bear,3,rsi_down3,19314.00000000,60145.00000000,0.17707363,0.16147643,0.01559719,1.09659114,1.07143567,4776.00000000,14800.00000000,0.18634841,0.16709459,0.01925381,1.11522703,1.08473281,3384.00000000,10607.00000000,0.15041371,0.12934854,0.02106517,1.16285586,1.11878694
h4,bear,3,mtf_adx_rising,37043.00000000,42416.00000000,0.16802095,0.16286307,0.00515788,1.03167003,1.01665980,9368.00000000,10208.00000000,0.17655850,0.16741771,0.00914079,1.05459868,1.02774580,6366.00000000,7625.00000000,0.15032988,0.12118033,0.02914955,1.24054688,1.11816338
h4,bear,1,compression,10205.00000000,69254.00000000,0.06242038,0.05296445,0.00945593,1.17853357,1.15211641,2300.00000000,17276.00000000,0.06217391,0.05811530,0.00405861,1.06983717,1.06113036,1635.00000000,12356.00000000,0.04831804,0.04257041,0.00574763,1.13501471,1.11738469
d1,bear,1,mtf_dmi_adx_strong_bear,4080.00000000,11237.00000000,0.23651961,0.25860995,-0.02209034,0.91458047,0.93587467,981.00000000,2775.00000000,0.27013252,0.24864865,0.02148387,1.08640252,1.06242695,812.00000000,1914.00000000,0.23645320,0.20114943,0.03530378,1.17551020,1.11710820
d1,bull,1,elliott_pullback_bull,2791.00000000,12526.00000000,0.25223934,0.25403161,-0.00179227,0.99294468,0.99422285,735.00000000,3021.00000000,0.23809524,0.25355842,-0.01546319,0.93901529,0.95035676,522.00000000,2204.00000000,0.22030651,0.19192377,0.02838274,1.14788547,1.11627427
h4,bear,1,cross_target_relative_down,35694.00000000,43765.00000000,0.05611587,0.05259911,0.00351676,1.06685978,1.03575173,9094.00000000,10482.00000000,0.05784033,0.05924442,-0.00140408,0.97630014,0.98716860,6443.00000000,7548.00000000,0.04826944,0.03895072,0.00931872,1.23924398,1.11626071
h4,bear,1,di_cross_down,3507.00000000,75952.00000000,0.06387226,0.05373130,0.01014095,1.18873451,1.17891418,892.00000000,18684.00000000,0.06390135,0.05833869,0.00556266,1.09535113,1.09061267,601.00000000,13390.00000000,0.04825291,0.04301718,0.00523573,1.12171265,1.11587849
d1,bull,1,engulf_bull,1017.00000000,14300.00000000,0.24778761,0.25412587,-0.00633826,0.97505857,0.97667597,266.00000000,3490.00000000,0.23308271,0.25186246,-0.01877976,0.92543646,0.93034925,159.00000000,2567.00000000,0.22012579,0.19594858,0.02417721,1.12338547,1.11535854
d1,bull,3,elliott_wave2_bull,1498.00000000,13819.00000000,0.50534045,0.49779289,0.00754756,1.01516205,1.01365895,364.00000000,3392.00000000,0.48901099,0.48349057,0.00552042,1.01141785,1.01029993,293.00000000,2433.00000000,0.49146758,0.43485409,0.05661349,1.13018962,1.11459286
d1,bull,5,nr4,3717.00000000,11600.00000000,0.64164649,0.59844828,0.04319821,1.07218370,1.05372566,965.00000000,2791.00000000,0.63005181,0.59226084,0.03779098,1.06380799,1.04664954,695.00000000,2031.00000000,0.63021583,0.54357459,0.08664123,1.15939162,1.11411696
d1,bear,1,mtf_dmi_adx_bear,3706.00000000,11611.00000000,0.24932542,0.25381104,-0.00448562,0.98232692,0.98654545,814.00000000,2942.00000000,0.24938575,0.25560843,-0.00622268,0.97565542,0.98083024,751.00000000,1975.00000000,0.23568575,0.20253165,0.03315411,1.16369840,1.11348243
d1,bear,1,elliott_pullback_bear,2796.00000000,12521.00000000,0.25536481,0.25213641,0.00322840,1.01280416,1.01044246,729.00000000,3027.00000000,0.27297668,0.24975223,0.02322445,1.09298996,1.07361300,488.00000000,2238.00000000,0.23565574,0.20643432,0.02922142,1.14155312,1.11334063
h4,bull,6,mtf_superbb_expand,17382.00000000,62077.00000000,0.31129904,0.28717560,0.02412344,1.08400240,1.06444233,4089.00000000,15487.00000000,0.30569821,0.27739394,0.02830427,1.10203637,1.07903863,2949.00000000,11042.00000000,0.25635809,0.22341967,0.03293842,1.14742846,1.11284704
h4,bull,6,mtf_engulf_bull,5374.00000000,74085.00000000,0.28637886,0.29289330,-0.00651444,0.97775833,0.97923134,1397.00000000,18179.00000000,0.28274875,0.28334892,-0.00060017,0.99788186,0.99803272,804.00000000,13187.00000000,0.25621891,0.22878593,0.02743298,1.11990676,1.11224285
h4,bull,24,mtf_shape_triangle_proxy,3397.00000000,76062.00000000,0.49690904,0.59421262,-0.09730358,0.83624787,0.84214344,825.00000000,18751.00000000,0.52484848,0.57906245,-0.05421397,0.90637631,0.90996669,1010.00000000,12981.00000000,0.59801980,0.53324089,0.06477891,1.12148152,1.11173200
d1,bull,1,stoch_cross_up,2975.00000000,12342.00000000,0.25344538,0.25376762,-0.00032224,0.99873016,0.99897655,730.00000000,3026.00000000,0.24794521,0.25115664,-0.00321144,0.98721341,0.98967289,547.00000000,2179.00000000,0.21937843,0.19183112,0.02754731,1.14360190,1.11157174
h4,bear,3,mtf_rsi40,15568.00000000,63891.00000000,0.16957862,0.16421718,0.00536144,1.03264847,1.02608497,2681.00000000,16895.00000000,0.18388661,0.16987274,0.01401387,1.08249626,1.07040270,2142.00000000,11849.00000000,0.14939309,0.13174108,0.01765202,1.13399022,1.11119550
h4,bear,6,elliott_wave5_bear,4544.00000000,74915.00000000,0.30655810,0.28777948,0.01877862,1.06525349,1.06129313,1004.00000000,18572.00000000,0.29780876,0.27729916,0.02050960,1.07396202,1.06990354,694.00000000,13297.00000000,0.26224784,0.23463939,0.02760845,1.11766330,1.11117793
h4,bear,1,elliott_wave4_bear,6701.00000000,72758.00000000,0.05506641,0.05409714,0.00096926,1.01791710,1.01638135,1697.00000000,17879.00000000,0.06540955,0.05794508,0.00746447,1.12881977,1.11635334,1188.00000000,12803.00000000,0.04797980,0.04280247,0.00517733,1.12095867,1.10956257
d1,bull,5,compression,1482.00000000,13835.00000000,0.62618084,0.60708348,0.01909735,1.03145754,1.02832764,354.00000000,3402.00000000,0.62429379,0.59964727,0.02464652,1.04110169,1.03708424,314.00000000,2412.00000000,0.62738854,0.55762852,0.06976001,1.12510122,1.10911877
h4,bull,24,mtf_compression,8530.00000000,70929.00000000,0.61512309,0.58703774,0.02808535,1.04784250,1.04248834,2006.00000000,17570.00000000,0.59670987,0.57450199,0.02220788,1.03865588,1.03455783,1760.00000000,12231.00000000,0.59659091,0.52947429,0.06711662,1.12676087,1.10907566
h4,bear,12,inside_2,1938.00000000,77521.00000000,0.43292054,0.42926433,0.00365621,1.00851738,1.00830792,318.00000000,19258.00000000,0.39308176,0.40855748,-0.01547572,0.96212107,0.96271344,234.00000000,13757.00000000,0.40598291,0.36541397,0.04056893,1.11102185,1.10896268
h4,bull,12,mtf_compression,8530.00000000,70929.00000000,0.47655334,0.43883320,0.03772014,1.08595553,1.07602660,2006.00000000,17570.00000000,0.43020937,0.42447353,0.00573584,1.01351283,1.01211136,1760.00000000,12231.00000000,0.42272727,0.37527594,0.04745133,1.12644385,1.10880714
d1,bull,1,mtf_structure_bull_transition,4253.00000000,11064.00000000,0.28685634,0.24096168,0.04589466,1.19046456,1.13066868,971.00000000,2785.00000000,0.29660144,0.23447038,0.06213106,1.26498471,1.18388418,585.00000000,2141.00000000,0.21880342,0.19149930,0.02730412,1.14258078,1.10865821
h4,bear,3,price20_bear,38132.00000000,41327.00000000,0.16521557,0.16531565,-0.00010009,0.99939458,0.99968502,9170.00000000,10406.00000000,0.18178844,0.16298289,0.01880555,1.11538356,1.05818927,6233.00000000,7758.00000000,0.14904540,0.12271204,0.02633336,1.21459479,1.10860938
h4,bear,3,ema20_falling,38132.00000000,41327.00000000,0.16521557,0.16531565,-0.00010009,0.99939458,0.99968502,9170.00000000,10406.00000000,0.18178844,0.16298289,0.01880555,1.11538356,1.05818927,6233.00000000,7758.00000000,0.14904540,0.12271204,0.02633336,1.21459479,1.10860938
